token,count
"Pain in joint involving multiple sites",1
"Degenerative spinal arthritis",1
"Symptoms and Signs: Numbness and tingling sensation of skin",1
"Cardiac and Vasculature: Celiac artery dissection (HHS-HCC)",1
"Mental Health: History of substance abuse (CMS-HCC)",1
"Arthrosis of knee",1
"Arthrofibrosis of total knee arthroplasty",1
"Greater trochanteric bursitis",1
"Musculoskeletal and Injuries: Other complications of amputation stump",1
"Intracranial atherosclerosis",1
"Musculoskeletal and Injuries: Idiopathic chronic gout of right foot",1
"Infectious Disease: Infection of prosthetic shoulder joint",1
"Musculoskeletal and Injuries: Arthritis of carpometacarpal (CMC) joint of left thumb",1
"Type 2 diabetes mellitus without long-term current use of insulin",1
"Metastatic renal cell carcinoma to brain",1
"Malignant cancer metastatic to bone",1
"Cardiac and Vasculature: Congenital subaortic stenosis (HHS-HCC)",1
"Other: Closed multiple fractures of right foot with routine healing",1
"Fracture of multiple toes",1
"Mental Health: Schizoaffective disorder",1
"Delirium due to another medical condition",1
"ENT: Cholesteatoma",1
"Genitourinary and Reproductive: Polycystic kidney",1
"adult type",1
"Mental Health: Acute depression",1
"Eye: Exudative age-related macular degeneration of left eye with active choroidal neovascularization (CMS-hcc)     #####",1
"ARMD (age-related macular degeneration)",1
"Hematology and Neoplasia: Primary thyroid malignancy",1
"Basal cell carcinoma of nasal tip",1
"P PVI pulse field ablation",1
"Chromosomal and Congenital Misc: MTHFR mutation (methylenetetrahydrofolate reductase)",1
"Gastric antral vascular ectasia (watermelon stomach)",1
"Other specified diseases of pancreas (HHS-HCC)",1
"Acute pancreatitis without necrosis or infection",1
"GAVE (gastric antral vascular ectasia)",1
"Hematology and Neoplasia: Microcytic hypochromic anemia",1
"Musculoskeletal and Injuries: Midline low back pain with bilateral sciatica",1
"Hemiplegia a...",1
"Mental Health: Anxiety and major depressive disorder",1
"Endocrine and Metabolic: High serum testosterone",1
"Breast lump",1
"Cervical intraepithelial neoplasia grade 1",1
"Low grade squamous intraepithelial lesion (LGSIL) on cervicovaginal cytologic smear",1
"Polyp at cervical os",1
"ENT: Hayfever",1
"Acute sinus infection",1
"P colostomy takedown",1
"Eye: Aphakia of right eye",1
"p cataract surgery 1970s",1
"Ocular trauma of left eye",1
"Aphakic open-angle glaucoma of right eye",1
"Neuro: Vestibular migraine",1
"Family history of retinal detachment",1
"Hematology and Neoplasia: Melanoma in situ of cheek -right",1
"Neuro: Myelopathy concurrent with and due to severe spinal stenosis of cervical region  C4-6",1
"Myelomalacia of cervical cord -C4-6 levels.",1
"Musculoskeletal and Injuries: Tendinitis of both knees",1
"Arnold-Chiari syndrome",1
"Penetrating ulcer of aorta",1
"Benign hypertension with ESRD (end-stage renal disease)",1
"Chronic kidney disease-mineral and bone disorder",1
"Awaiting transplantation of kidney",1
"Stage 5 chronic kidney disease not on chronic dialysis",1
"Multi System Lupus Sarcoid: ANCA-associated vasculitis",1
"Musculoskeletal and Injuries: Chronic bilateral low back pain",1
"Intervertebral disc stenosis of neural canal of cervical region",1
"Papillary conjunctivitis",1
"O cardiovascular stress test: normal 2",1
"16 (lexiscan)",1
"Eye: Pathological cupping of optic disc of both eyes",1
"Fistula",1
"Aortic dilatation (CMS-hcc)",1
"Bifascicular bundle branch block",1
"Eye: Binocular vision loss",1
"Binocular visual disturbance",1
"Ischemic optic neuropathy of right eye",1
"Partial retinal artery occlusion",1
"Insomnia due to mental disorder",1
"Recurrent circadian rhythm sleep disorder",1
"Primary open angle glaucoma of right eye",1
"Generalized contraction of visual field of both eyes",1
"Presence of IVC filter",1
"Blood platelet disorder",1
"Infectious Disease: Brain abscess (HHS-HCC)",1
"2 negative via a 46 multigene panel test",1
"Infectious Disease: Perineal abscess",1
"Musculoskeletal and Injuries: Left hand pain",1
"Transient neurologic deficit",1
"Cholangiocarcinoma",1
"Hematology and Neoplasia: Basal cell carcinoma of right mid back",1
"Pain disorder associated with psychological and physical factors",1
"Irritability and anger",1
"Depression with somatization",1
"Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle",1
"Motor vehicle accident with significant injury",1
"Neuro: Closed traumatic brain injury (CMS-HCC)",1
"Scar condition and fibrosis of skin",1
"PTTD (posterior tibial tendon dysfunction)",1
"Chronic midline low back pain with bilateral sciatica",1
"Juvenile osteochondrosis of foot",1
"Corneal pannus of both eyes",1
"Cardiac and Vasculature: Syncope due to orthostatic hypotension",1
"Acute midline low back pain with bilateral sciatica",1
"Neuro: Closed wedge compression fracture of T9 vertebra",1
"Symptoms and Signs: Increased endometrial stripe thickness",1
"Other: Fracture dislocation of thoracic spine",1
"Cardiac disease",1
"MI (mitral incompetence)",1
"O prosthetic heart valve",1
"sinus node",1
"Brady-tachy syndrome",1
"TI (tricuspid incompetence)",1
"Eye: Status post left cataract extraction",1
"P right cataract extraction",1
"Administrative encounter",1
"Hemorrhage",1
"Kidney lump",1
"Hematology and Neoplasia: Renal cell carcinoma of right kidney",1
"Hx of breast cancer",1
"renal cell",1
"Clinical depression",1
"ENT: Hoarseness of voice",1
"Hernia of small intestine",1
"Breast screening",1
"Pulmonary and Pneumonias: Dry cough",1
"Infectious Disease: Groin abscess",1
"Marijuana smoker",1
"Skin: Hydradenitis",1
"Eye: Decreased vision of right eye",1
"Genitourinary and Reproductive: Breast mass",1
"Asymptomatic premature menopause",1
"Infectious Disease: Intraspinal abscess (HHS-HCC)",1
"Irritability",1
"Musculoskeletal and Injuries: Achilles tendon tear",1
"Ankylosis of knee joint",1
"Mechanical complication of internal joint prosthesis (CMS-hcc)",1
"Morning headache",1
"Eye: Hyperopia with presbyopia",1
"vomiting and diarrhea",1
"Mental Health: Child neglect",1
"Suspected victim of neglect in adulthood",1
"Compression fracture of fourth cervical vertebra",1
"Pulmonary and Pneumonias: Respiratory distress",1
"Mild asthma exacerbation (HHS-HCC)",1
"Infestation by bed bug",1
"Family history of high cholesterol",1
"Weakness of right hip",1
"Glaucoma of both eyes",1
"Crushing injury of left leg",1
"Coag and Thromboembolic: Anticardiolipin syndrome (HHS-HCC)",1
"Musculoskeletal and Injuries: Left rotator cuff tear",1
"Neuro: Status post coil embolization of cerebral aneurysm",1
"Other: Respiratory syncytial virus (RSV) vaccine administered",1
"Chronic deep vein thrombosis (DVT) of proximal vein of lower extremity",1
"Eye: Viral conjunctivitis",1
"Infectious Disease: Sexually transmitted infection",1
"Symptoms and Signs: Anticoagulant therapy",1
"Eye: Proliferative diabetic retinopathy of both eyes with macular edema associated with type 1 diabetes mellitus",1
"Neuro: Cyst",1
"spinal meninges",1
"Ectatic abdominal aorta (CMS-hcc)",1
"Mass of left adrenal gland (HHS-HCC)",1
"Multi System Lupus Sarcoid: Immunocompromised state (HHS-HCC)",1
"Gastrointestinal and Abdominal: Vomiting alone",1
"Genitourinary and Reproductive: Breast mass in female",1
"Neuro: History of ishcemic stroke",1
"Endocrine and Metabolic: Adult BMI <19 kg",1
"Infectious Disease: History of encephalitis",1
"Cardiac and Vasculature: Coronary artery disease of bypass graft of native heart with stable angina pectoris",1
"Asymptomatic gallstones",1
"Neuro: Foraminal stenosis of lumbosacral region",1
"Genitourinary and Reproductive: Frequent UTI",1
"Normal cardiac stress test",1
"Elevated glycated hemoglobin",1
"Increased prostate specific antigen (PSA) velocity",1
"Scapular dysfunction",1
"cerebrovascular accident",1
"Cardiac and Vasculature: Coronary angioplasty status",1
"Recent unexplained weight loss",1
"Malignant neoplasm of overlapping sites of right breast in female",1
"Musculoskeletal and Injuries: Sacroiliac joint disease",1
"ENT: TMJ pain dysfunction syndrome",1
"Family History: Encounter for blood test",1
"Carpal boss",1
"Gastrointestinal and Abdominal: Eosinophilic esophagitis",1
"Anxiety with depression",1
"non-cardiac",1
"Eye: Age-related nuclear cataract of left eye",1
"History of retinal detachment",1
"Nonarteritic ischemic optic neuropathy",1
"Serous retinal detachment",1
"Mild chronic obstructive pulmonary disease",1
"Hematology and Neoplasia: Neuroma",1
"Infectious Disease: Post-operative infection",1
"Musculoskeletal and Injuries: Left ankle instability",1
"Pes planovalgus",1
"Unstable left ankle",1
"Rupture of left gastrocnemius tendon",1
"Neuro: Interdigital neuroma of left foot",1
"Symptoms and Signs: Habitual toe-walking",1
"Over weight",1
"Mucous retention cyst of maxillary sinus",1
"Paralysis of left vocal fold",1
"Sulcus vocalis",1
"single episode in full remission (CMS-hcc)",1
"Paget's bone disease",1
"Macular puckering",1
"Neuro: Idiopathic transverse myelitis",1
"Peripheral sensory neuropathy",1
"Skin: Disseminated superficial actinic porokeratosis",1
"Genitourinary and Reproductive: Encounter for Foley catheter fitting and adjustment",1
"Eye: Congenital blocked tear duct",1
"FHx: glaucoma",1
"Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of distal vein of left lower extremity",1
"History of thrombophlebitis",1
"Drug-induced adrenocortical insufficiency (HHS-HCC)",1
"Adrenal cortical insufficiency (HHS-HCC)",1
"Surgical hypoparathyroidism (HHS-HCC)",1
"Hypoparathyroidism (HHS-HCC)",1
"Gastrointestinal and Abdominal: Disorder of esophagus",1
"Unspecified menopausal and perimenopausal disorder",1
"Iron deficien...",1
"Gastrointestinal and Abdominal: Bilious vomiting",1
"Hematology and Neoplasia: Left posterior shoulder lipoma",1
"Chronic left-sided thoracic back pain",1
"digital",1
"Endocrine and Metabolic: Low TSH level",1
"Mental Health: Victim of physical assault",1
"Musculoskeletal and Injuries: Injury of right rotator cuff",1
"Right arm pain",1
"Closed fracture of rib of left side",1
"Closed fracture of left tibial plafond without involvement of fibula with delayed healing",1
"Left leg weakness",1
"Contusion of bone",1
"Osteochondral lesion",1
"Acute intractable tension-type headache",1
"Vasovagal episode",1
"Other: Breakdown (mechanical) of internal fixation device of bones of foot and toes",1
"Acute kidney injury superimposed on stage 3a chronic kidney disease (CMS-HCC)",1
"Neuro: Facial paralysis on left side",1
"Ramsay Hunt auricular syndrome",1
"Other: Bilateral asymmetric sensorineural hearing loss",1
"Cardiac calcification",1
"Musculoskeletal and Injuries: Hallux limitus of right foot",1
"Complications due to heart valve prosthesis",1
"Neuro: Subarachnoid bleed",1
"NSTEMI likely type II",1
"mismatch demand ischemia in the setting of Influenza PNA",1
"Endocrine and Metabolic: Type 2 diabetes",1
"Eye: Periorbital ecchymosis of both eyes",1
"Abnormal x-ray of abdomen",1
"Pain in joint of right knee",1
"Class 1 drug-induced obesity without serious comorbidity with body mass index (BMI) of 30.0 to 30.9 in adult",1
"Hematology and Neoplasia: History of chemotherapy",1
"stage 2",1
"Contracture of joint of right foot",1
"Other: Traumatic rotator cuff tear",1
"Biceps rupture",1
"Abnormal results of other function studies of eye",1
"Induration penis plastica",1
"Infectious Disease: Herpes...",1
"Neuro: Cerebrovascular accident (CVA) due to bilateral embolism of vertebral arteries",1
"Status post biventricular cardiac pacemaker insertion",1
"Lactic acid acidosis",1
"Hematology and Neoplasia: Acute postoperative anemia due to expected blood los...",1
"Gastrointestinal and Abdominal: Esophageal hernia",1
"Mental Health: Grief reaction with prolonged bereavement",1
"Drug allergy",1
"Postmenopausal vaginal bleeding",1
"Contusion of rib on right side",1
"right little finger",1
"Glucose intolerance not due to malabsorption",1
"Other: Thalassemia minor",1
"Body mass index (BMI) of 33.0-33.9 in adult",1
"ENT: Chronic infective otitis externa",1
"Eye strain",1
"Genitourinary and Reproductive: Stage III chronic kidney disease (CMS-HCC)",1
"Endocrine and Metabolic: Diabetic ulcer of right foot associated with diabetes mellitus due to underlying condition",1
"Equinus contracture of left ankle",1
"Acquired cavovarus deformity of right foot",1
"ENT: Cerumen debris on tympanic membrane",1
"Cardiac and Vasculature: V-tach",1
"Screening for prostate cancer",1
"Eye: Optic disc pallor",1
"Unilateral partial vocal cord paralysis",1
"Genitourinary and Reproductive: Capsular contracture of breast implant",1
"Negative hereditary cancer testing via 59 gene panel (Ambry Laboratory)",1
"Cardiac and Vasculature: Coronary artery disease involving coronary bypass graft with angina pectoris",1
"Hematology and Neoplasia: Cold agglutinin disease",1
"Gastrointestinal and Abdominal: Belching",1
"Endocrine and Metabolic: hypothyroidism",1
"Cortical age-related cataract of both eyes",1
"Cardiac and Vasculature: Raynauds disease",1
"Mixed connective tissue disease (HHS-HCC)",1
"Osteopenia of right thigh",1
"Neuro: Acute medication-induced akathisia",1
"unknown origin",1
"Neuro: Intraventricular hemorrhage",1
"Hematoma of right knee",1
"Hematology and Neoplasia: Negative hereditary cancer testing via Univeristy of Michigan Breast and Ovarian Cancer Comprehensive Germline NGS Panel.",1
"Stomatitis and mucositis",1
"Presbyacusis",1
"Multi System Lupus Sarcoid: Abnormal antinuclear antibody...",1
"Irregular heart rhythm",1
"Hematology and Neoplasia: Benign neoplasm of cranial nerve",1
"Iliotibial band syndrome of left side",1
"Neuro: Other intervertebral disc disorders",1
"Sciatic nerve lesion",1
"Mitral and aortic insufficiency",1
"Renal infection",1
"Personal history of bladder cancer",1
"10-20-14",1
"arthrofibrosis",1
"P surgical manipulation of knee joint",1
"12-22-14",1
"Pain in joint involving left lower leg",1
"P arthroscopy of left knee with MUA",1
"5-27-15",1
"ENT: Mandibular abscess",1
"Neuro: Cubital tunnel syndrome on left",1
"Hemorrhagic shock",1
"Short of breath on exertion",1
"Endocrine and Metabolic: Edema due to kwashiorkor (HHS-HCC)",1
"Duodenal ulcer hemorrhage",1
"Mood disorder of depressed type",1
"Musculoskeletal and Injuries: Fusion of spine of cervical region",1
"Splenic Capsule Tear",1
"Splenic trauma",1
"Spinal sten...",1
"Genitourinary and Reproductive: Family history of nephrolithiasis",1
"cervicogenic",1
"Postsurgical aortocoronary bypass status",1
"Other chronic pancreatitis",1
"Eye: Vascular lesion of left upper eyelid",1
"Lesion of eyelid",1
"Mental Health: Marijuana abuse",1
"Mood disorder due to a general medical condition",1
"Neuro: Closed wedge compression fracture of T11 vertebra",1
"P split thickness skin graft",1
"Eye: Unspecified disorder of binocular vision",1
"Infectious Disease: Post-acute sequelae of COVID-19 (PASC)",1
"Neuro: Peripheral neuropathy due to chemotherapy (HHS-HCC)",1
"AVM (arteriovenous malformation) of stomach",1
"Hypertensive heart and renal disease with congestive heart failure and renal failure",1
"Acute deep vein thrombosis (DVT) of right lower extremity",1
"History of renal cell cancer",1
"Cerebral ventriculomegaly",1
"P trigger finger release",1
"Cardiac and Vasculature: Coronary disease",1
"Musculoskeletal and Injuries: Nontraumatic incomplete tear of right rotator cuff",1
"Osteoarthritis of both feet",1
"Sleep: Obstructive sleep apnea syndrome- on CPAP",1
"Dermatochalasis of eyelids of both eyes",1
"Musculoskeletal and Injuries: Nerve damage",1
"Allergies and Adverse Reactions: Poison ivy dermatitis",1
"Foot callus",1
"Multiple fractures of ribs",1
"Musculoskeletal and Injuries: Osteoarthritis of wrists",1
"Systolic heart failure (CMS-hcc)",1
"Genitourinary and Reproductive: Acute renal failure superimposed on stage 3b chronic kidney disease (CMS-HCC)",1
"Endocrine and Metabolic: Uncontrolled type 2 diabetes mellitus",1
"Retinal macroaneurysm of left eye   ###",1
"COPD (chronic obstructive pulmonary disease) with chronic bronchitis",1
"ENT: PND (post-nasal drip)",1
"Sleep: Obstructive sleep apnea syndrome-uses CPAP",1
"History of eye trauma",1
"Cochlear prosthesis in situ",1
"Subjective tinnitus of both ears",1
"Tympanosclerosis of right ear",1
"Musculoskeletal and Injuries: Failed back surgical syndrome",1
"Neuro: Idiopathic peripheral autonomic neuropathy",1
"Radicular pain",1
"Musculoskeletal and Injuries: Ulcer of abdomen wall",1
"Bigeminal rhythm",1
"Musculoskeletal and Injuries: Impingement syndrome of right shoulder",1
"Pulmonary and Pneumonias: Asthma",1
"currently active (HHS-HCC)",1
"Eye: Category 3 blindness of right eye with category 2 low vision of left eye",1
"Eye: Ischemic optic neuropathy of left eye",1
"Musculoskeletal and Injuries: Pain in right upper arm",1
"ENT: TMJ (temporomandibular joint syndrome)",1
"Other: Forearm fractures",1
"both bones",1
"Right bundle branch block with left anterior fascicular block",1
"Endocrine and Metabolic: Hypoglycemia due to type 2 diabetes mellitus",1
"Generalized degenerative joint disease of hand",1
"Infectious Disease: Pilonidal abscess",1
"gluteal",1
"Bipolar disorder (CMS-hcc)",1
"Musculoskeletal and Injuries: Achilles tendon rupture",1
"Toxicities and Envenomations: Toxic effect of carbon monoxide",1
"Unspecified arthropathy",1
"Cardiac and Vasculature: Premature atrial complexes",1
"Endocrine and Metabolic: Type 2 diabetes mellitus with retinopathy",1
"Chronic bursitis of right shoulder",1
"Gastrointestinal and Abdominal: Chemotherapy induced nausea and vomiting",1
"Coag and Thromboembolic: Acute embolism and thrombosis of left tibial vein",1
"Eye: Diabetic macular edema of left eye",1
"History of aorta-iliac-femoral bypass",1
"P ICD (internal cardiac defibrillator) procedure",1
"Eye: Irregular astigmatism",1
"Cataract extraction status of right eye",1
"Both Eyes",1
"Renal cysts",1
"Hematology and Neoplasia: B12 deficiency anemia",1
"Gastrointestinal and Abdominal: Hiatal hernia sp fundoplication 10",1
"MDD (recurrent major depressive disorder) in remission (CMS-hcc)",1
"Neuro: Compression fracture of T12 vertebra with nonunion",1
"Cardiac and Vasculature: Mild diastolic dysfunction",1
"Strain of rectus abdominis muscle",1
"Lichen planus atrophicus",1
"Symptoms and Signs: Mass of finger of left hand",1
"Endocrine and Metabolic: IGT (impaired glucose tolerance)",1
"Enlarged prostate with urinary retention",1
"Mild acute on chronic diastolic heart failure (CMS-hcc)",1
"Genitourinary and Reproductive: Mixed urge and stress incontinence",1
"Episode of recurrent major depressive disorder (CMS-hcc) without psychotic features",1
"Musculoskeletal and Injuries: Primary osteoarthritis of one knee",1
"Pain in leg",1
"Pulmonary and Pneumonias: Nodule of lower lobe of left lung",1
"Eye: History of retinal vein occlusion (CMS-HCC)",1
"Advance Directives and Health Issues: Health maintenance alteration",1
"Hematology and Neoplasia: Primary lung adenocarcinoma",1
"Polyneuropathy associated with underlying disease (HHS-HCC)",1
"Other: Congenital epicardial cyst (HHS-HCC)",1
"Abnormal magnetic resonance imaging study",1
"Elevated troponin level not due myocardial infarction",1
"Eye: Regular astigmatism",1
"Gastrointestinal and Abdominal: Diverticulitis of large intestine",1
"P robotic hysterectomy",1
"Hematology and Neoplasia: Neuroendocrine tumor (CMS-HCC)",1
"Fibroids",1
"Musculoskeletal and Injuries: Patellofemoral dysfunction of left knee",1
"Gastrointestinal and Abdominal: Tubulovillous adenoma of colon",1
"Neuro: Intractable chronic migraine without aura and without status migrainosus",1
"Cardiac and Vasculature: History of heart valve replacement",1
"Eye: Open angle with borderline findings and high glaucoma risk in both eyes",1
"Diaphragmatic hernia without obstruction and without gangrene",1
"Premature beats",1
"Gastrointestinal and Abdominal: Disease of pancreas (HHS-HCC)",1
"Genitourinary and Reproductive: Neuromuscular dysfunction of bladder",1
"Infectious Disease: Gram-negative sepsis with organ dysfunction",1
"Symptoms and Signs: Numbness of finger",1
"Paresthesia of upper limb",1
"Cardiac and Vasculature: Lone atrial fibrillation",1
"Neuro: Herniated intervertebral disc of lumbar spine",1
"Defibrillator discharge",1
"Gastrointestinal and Abdominal: Large hiatal hernia",1
"Hematology and Neoplasia: Family history of uterine cancer - daughter",1
"Acquired compression deformity of vertebra",1
"Anterolisthesis of lumbar spine",1
"Kyphosis of cervicothoracic region",1
"Neuro: Neural foraminal stenosis of lumbar spine",1
"Genitourinary and Reproductive: Atrophy of left kidney",1
"NHL (non-Hodgkin's lymphoma) Jaw PS IA",1
"Encounter for monitoring aromatase inhibitor therapy",1
"p bilateral mastectomies",1
"History of diffuse large B-cell lymphoma of left mandible",1
"Multi System Lupus Sarcoid: History of chronic fatigue syndrome",1
"Musculoskeletal and Injuries: Cervical myofascial pain syndrome",1
"Chronic thumb pain",1
"Symptoms and Signs: Ineffective thermoregulation",1
"Endocrine and Metabolic: Type 1 diabetes mellitus with diabetic nephropathy",1
"Hematology and Neoplasia: Small cell carcinoma of overlapping sites of right lung",1
"Cardiac and Vasculature: Atherosclerosis of native artery of left lower extremity with intermittent claudication (CMS-hcc)",1
"Controlled type 2 diabetes mellitus",1
"left index finger",1
"Closed dislocation of left shoulder",1
"Rota...",1
"Coag and Thromboembolic: Pulmonary embolism and infarction",1
"Bilateral pulmonary embolism",1
"Acute massive pulmonary embolism",1
"Left knee DJD",1
"Degenerative joint disease of hand",1
"Eye: Wet age-related macular degeneration of right eye with active choroidal neovascularization",1
"Hematology and Neoplasia: Squamous cell carcinoma of right lower leg",1
"Symptoms and Signs: Deficit in activities of daily living (ADL)",1
"Elevated erythrocyte sedimentation rate",1
"Congenital aortic valve stenosis (HHS-HCC)",1
"Sinus bradycardia-tachycardia syndrome",1
"Malignant hypertension with chronic kidney disease stage III (CMS-HCC)",1
"Gastrointestinal and Abdominal: Liver abscess (HHS-HCC)",1
"with panic attacks",1
"Tendinopathy of left biceps tendon",1
"Fracture of left wrist",1
"Neuro: Right median nerve neuropathy",1
"Sleep: Suspected sleep apnea",1
"Popping of temporomandibular joint on opening of jaw",1
"Musculoskeletal and Injuries: Pain due to bone fixation device",1
"Symptoms and Signs: Facial numbness",1
"Left knee septic arthritis",1
"High serum lipoprotein(a)",1
"Eye: Drusen (degenerative) of macula",1
"O prostate cancer",1
"Atrial ectopy",1
"Coag and Thromboembolic: Acquired coagulation factor deficiency (HHS-HCC)",1
"Cardiac and Vasculature: Cardiac arrest",1
"Other pancytopenia (CMS-HCC)",1
"Eye: Family history of macular degeneration",1
"P bariatric surgery - laparoscopic sleeve gastrectomy",1
"Musculoskeletal and Injuries: Triceps tendinitis",1
"Stiffness of left elbow joint",1
"Hypersomnia with sleep apnea",1
"Other: Trapezius muscle strain",1
"Gastrointestinal and Abdominal: Esophageal dysmotility",1
"Gastrointestinal and Abdominal: History of hiatal hernia",1
"Neuro: Chronic headache disorder",1
"Hordeolum internum left upper eyelid",1
"Meibomian gland dysfunction left lower eyelid",1
"Meibomian gland dysfunction left upper eyelid",1
"Meibomian gland dysfunction right lower eyelid",1
"Meibomian gland dysfunction right upper eyelid",1
"Primary malignant neoplasm of upper outer quadrant of breast",1
"Musculoskeletal and Injuries: Costal chondritis",1
"Skin: Eczema of eyelid",1
"Pulmonary and Pneumonias: Acute respiratory disease due to COVID-19 virus",1
"Advance Directives and Health Issues: At risk for fall due to comorbid condition",1
"Genitourinary and Reproductive: Hyponatremia syndrome",1
"O iron deficiency",1
"Closed fracture of multiple pubic rami",1
"Closed fracture of olecranon process of ulna",1
"Symptoms and Signs: Debilitated patient",1
"Disorder of tongue",1
"Eye: Scotoma involving central area in visual field",1
"Drusen (degenerative) of retina",1
"Influenza vaccine needed",1
"Musculoskeletal and Injuries: Bursitis of shoulder",1
"Neuro: Herniated lumbar intervertebral dis...",1
"Other: Pain in prosthetic joint",1
"Cardiac and Vasculature: Arteriosclerotic heart disease",1
"HBP (high blood pressure)",1
"Eye: Conjunctivochalasis of left eye",1
"Dermatochalasis of both lower eyelids",1
"Coag and Thromboembolic: Encounter for deep vein thrombosis (DVT) prophylaxis",1
"Infectious Disease: Atypical mycobacterial infection",1
"Nonspecific syndrome suggestive of viral illness",1
"Mycobacterium avium infection",1
"Hx of Mycobacterium avium complex infection",1
"Musculoskeletal and Injuries: Polyarthritis",1
"Chronic midline low back pain with sciatica",1
"Osteoarthritis of knee...",1
"Uses walker",1
"Instability of reverse total arthroplasty of left shoulder",1
"Memory deficits",1
"ADHD (attention deficit hyperactivity disorder)",1
"Gastrointestinal and Abdominal: Acute appendicitis with localized peritonitis",1
"Appendicitis",1
"Infectious Disease: Cellulitis of left foot",1
"Posterior tibial tendonitis",1
"Digital mucinous cyst of toe",1
"Plantar fascia syndrome",1
"Symptoms and Signs: Numbness of toes",1
"Pulmonary and Pneumonias: Acute hypoxic respiratory failure requirining supplemental oxygen",1
"Suspected Bronchiectasis without complication (CMS-hcc)",1
"Suspected Interstitial lung disease (CMS-hcc)",1
"Gastrointestinal and Abdominal: Anal sphincter incontinence",1
"Pancreatic disease (HHS-HCC)",1
"Hematology and Neoplasia: Squamous cell carcinoma in situ of skin of neck",1
"Squamous cell carcinoma in situ of skin of upper arm",1
"Squamous cell carcinoma in situ of dorsum of right foot",1
"Squamous cell carcinoma of left medial  lower leg",1
"Renal angiomyolipoma",1
"Acquired trigger finger of left little finger",1
"Acquired trigger finger of right little finger",1
"Common peroneal nerve dysfunction of right lower extremity",1
"O Bell's palsy",1
"Neuritis of left ulnar nerve",1
"Neuritis of right ulnar nerve",1
"Skin: Arm skin lesion",1
"Cardiac and Vasculature: Severe mitral regurgitation",1
"Abnormal PET scan",1
"History of right knee joint replacement",1
"ENT: Angular cheilitis",1
"Gastrointestinal and Abdominal: Intestinal bleeding",1
"History of revision of total replacement of right hip joint",1
"Contact dermatitis and other eczema",1
"due to unspecified cause",1
"Hyperkeratosis",1
"chest",1
"Other: Periprosthetic fracture around internal prosthetic hip joint",1
"Cardiac and Vasculature: Hx of non-ST elevation myocardial infarction (NSTEMI)",1
"Drusen",1
"Genitourinary and Reproductive: History of nephrolithotomy with removal of calculi",1
"Allergies and Adverse Reactions: Angioedema involving Tongue",1
"o ST elevation myocardial infarction involving left anterior descending (LAD) coronary artery (CMS-hcc)",1
"ACEI",1
"ARB contraindicated",1
"Multi System Lupus Sarcoid: History of sarcoidosis",1
"P Robotic CABG x 1 (Lima to the LAD)",1
"Cardiac and Vasculature: Ischemic dilated cardiomyopathy",1
"Admitted for acute congestive heart failure",1
"Mental Health: Mood disorder due to known physiological condition",1
"Cerebrovascular accident (CVA) due to embolism of precerebral artery",1
"Intracranial vascular stenosis",1
"Intermittent dysphagia",1
"Premature ejaculation",1
"Hematology and Neoplasia: Family history of skin cancer",1
"Allergies and Adverse Reactions: Statin-induced myositis",1
"Musculoskeletal and Injuries: History of revision of total hip arthroplasty",1
"Chronic hip pain after total replacement of right hip joint",1
"Coag and Thromboembolic: Sequential compression device (SCD) in place on both lower extremities",1
"Chronic deep vein thrombosis (DVT) of distal vein of right lower extremity",1
"Hematology and Neoplasia: Brain neoplasm (CMS-hcc) s",1
"p Right frontal stereotactic craniotomy for tumor resection",1
"Malignant melanoma of skin of upper extremity",1
"Neuro: Status post brain surgery",1
"Eye: Macular dystrophy",1
"Moderate vision impairment of both eyes",1
"Nonspecific abnormal electrocardiogram (ECG)",1
"Cervicovaginal cytology specimen unsatisfactory",1
"Cardiac and Vasculature: Family history of coronary arteriosclerosis",1
"Postural hypotension",1
"Other: Heart failure with mid-range ejection fraction (HFmEF)",1
"Eye: Recurrent erosion of cornea",1
"Duodenal diverticulum",1
"Closed fracture of proximal end of right humerus with delayed healing",1
"Chronic lumbar radiculopathy",1
"Eye: Cortical age-related cataract of left eye",1
"Hematology and Neoplasia: FH: colon cancer",1
"ENT: Vocal fold cyst",1
"Infectious Disease: Other infectious mononucleosis without complication",1
"White coat hypertension",1
"daily use",1
"Right ankle sprain",1
"History of smoking 30 or more pack years",1
"Musculoskeletal and Injuries: Closed displaced intertrochanteric fracture of right femur",1
"At risk for bone density loss",1
"Neuro: Mild neurocognitive disorder due to Alzheimer's disease (CMS-HCC)",1
"Myopic degeneration",1
"Gastrointestinal and Abdominal: Multiple duodenal ulcers",1
"ENT: Burning tongue",1
"Multi System Lupus Sarcoid: Immunodeficiency (cell-mediated) (HHS-HCC)",1
"Chronic non-seasonal allergic rhinitis",1
"Kidney calculi",1
"Hematology and Neoplasia: Anemia in chronic kidney disease",1
"Advance Directives and Health Issues: Patient is full code",1
"BMI 20.0-20.9",1
"ENT: Nasal septum perforation",1
"Genitourinary and Reproductive: Vaginal intraepithelial neoplasia grade 2",1
"FHx: breast cancer",1
"right - S",1
"P total right hip arthroplasty anterior -7",1
"Neuro: History of seizure disorder",1
"History of nightmares",1
"Ambulates with cane",1
"Other primary thrombocytopenia",1
"Endocrine and Metabolic: History of metabolic syndrome",1
